candidate	family	domains	accessKeyCount	totalCount	readCount	writeCount	fileCount	sampleAccessKeys	sampleFiles
CSTR:32	CSTR	text|people|body|missingMapping	2	122	5	117	4	CSTR:32, CSTR:TARGET:32	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1126 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1138 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:227
STAIN:0	STAIN	body	4	121	65	56	20	STAIN:0, STAIN:ASSI:0, STAIN:MASTER:0, STAIN:PLAYER:0	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:36 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:36 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:36
EXP:50	EXP	people|body|missingMapping	7	119	46	73	20	EXP:50, EXP:ASSI:50, EXP:COUNT:50, EXP:C_NUM:50, EXP:LOCAL:50, EXP:PLAYER:50, EXP:T:50	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:26 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:23 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:29
DAY:1	DAY	run	1	118	110	8	10	DAY:1	original-game/ERB/イベント関係/BLACKGIRL.ERB:359 | original-game/ERB/イベント関係/BLACKGIRL.ERB:372 | original-game/ERB/イベント関係/EVENT_MORNING.ERB:191
TALENT:35	TALENT	people|body|missingMapping	5	118	108	10	18	TALENT:35, TALENT:COUNT:35, TALENT:LOCAL:35, TALENT:RESULT:35, TALENT:T:35	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:333 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:334 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:400
TFLAG:50	TFLAG	feature-session|interaction|missingMapping	1	118	116	2	10	TFLAG:50	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:862 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:862 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:873
TALENT:135	TALENT	people|body|missingMapping	8	117	111	6	19	TALENT:135, TALENT:ASSI:135, TALENT:COUNT:135, TALENT:MASTER:135, TALENT:PLAYER:135, TALENT:RESULT:135, TALENT:T:135, TALENT:TARGET:135	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:166 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:791 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:930
TALENT:505	TALENT	people|body|missingMapping	7	117	113	4	30	TALENT:505, TALENT:COUNT:505, TALENT:C_NUM:505, TALENT:LOCAL:505, TALENT:RESULT:505, TALENT:T:505, TALENT:TARGET:505	original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:32 | original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB:131 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:32
TEQUIP:150	TEQUIP	feature-session|interaction|equipment|missingMapping	1	117	115	2	8	TEQUIP:150	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:32 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:48 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:89
MAXBASE:0	MAXBASE	body|people	12	115	74	41	30	MAXBASE:(GETCHARA(104)):0, MAXBASE:(LOCAL:4):0, MAXBASE:0, MAXBASE:ASSI:0, MAXBASE:C:0, MAXBASE:CNUM:0, MAXBASE:COUNT:0, MAXBASE:D:0	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:185 | original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:198 | original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:218
TSTR:51	TSTR	feature-session|script	1	114	3	111	2	TSTR:51	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1989 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1991 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1992
ABL:15	ABL	people	6	111	103	8	16	ABL:15, ABL:ASSI:15, ABL:COUNT:15, ABL:M:15, ABL:PLAYER:15, ABL:TARGET:15	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1165 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:193 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:147
TALENT:153	TALENT	people|body|missingMapping	12	111	102	9	29	TALENT:153, TALENT:ASSI:153, TALENT:C:153, TALENT:CNUM:153, TALENT:COUNT:153, TALENT:C_NUM:153, TALENT:D:153, TALENT:LOCAL:153	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:278 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:313 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:315
TALENT:62	TALENT	people|body|missingMapping	3	110	106	4	12	TALENT:62, TALENT:ASSI:62, TALENT:COUNT:62	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:863 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:1003 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:864
CSTR:13	CSTR	text|people|body|missingMapping	1	109	4	105	4	CSTR:13	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1132 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1144 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:208
CSTR:33	CSTR	text|people|body|missingMapping	1	109	5	104	4	CSTR:33	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1126 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1138 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:228
CSTR:42	CSTR	text|people|body|missingMapping	2	109	2	107	2	CSTR:42, CSTR:TARGET:42	original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB:46 | original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB:105 | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB:1195
CSTR:3	CSTR	text|people|body|missingMapping	8	106	9	97	16	CSTR:(LOCAL:4):3, CSTR:3, CSTR:COUNT:3, CSTR:C_NUM:3, CSTR:L:3, CSTR:LOCAL:3, CSTR:PLAYER:3, CSTR:T:3	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1725 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1727 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1731
ABL:31	ABL	people	3	105	101	4	14	ABL:31, ABL:COUNT:31, ABL:LOCAL:31	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:645 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:650 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:652
EXPNAME:40	EXPNAME	catalog	1	104	104	0	10	EXPNAME:40	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:524 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:184 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:234
TALENT:71	TALENT	people|body|missingMapping	7	104	89	15	13	TALENT:71, TALENT:ASSI:71, TALENT:COUNT:71, TALENT:LOCAL:71, TALENT:RESULT:71, TALENT:f_actor:71, TALENT:s_actor:71	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:236 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:345 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:499
DAY:2	DAY	run	1	103	94	9	10	DAY:2	original-game/ERB/イベント関係/BLACKGIRL.ERB:360 | original-game/ERB/イベント関係/BLACKGIRL.ERB:373 | original-game/ERB/イベント関係/EVENT_MORNING.ERB:192
JUEL:5	JUEL	body|people	8	103	40	63	17	JUEL:5, JUEL:ASSI:5, JUEL:COUNT:5, JUEL:L:5, JUEL:LOCAL:5, JUEL:TARGET:5, JUEL:f_actor:5, JUEL:s_actor:5	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:261 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:371 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:534
TEQUIP:70	TEQUIP	feature-session|interaction|equipment|missingMapping	1	103	100	3	6	TEQUIP:70	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:2890 | original-game/ERB/システム関係/INFO.ERB:996 | original-game/ERB/システム関係/INFO.ERB:1004
TSTR:50	TSTR	feature-session|script	1	102	1	101	2	TSTR:50	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1989 | original-game/ERB/システム関係/面接/NAME.ERB:3 | original-game/ERB/システム関係/面接/NAME.ERB:7
MARK:3	MARK	people|body	5	99	71	28	16	MARK:3, MARK:C:3, MARK:COUNT:3, MARK:RESULT:3, MARK:T:3	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:109 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:165 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:21
EXPLV:3	EXPLV	catalog	1	98	98	0	10	EXPLV:3	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1273 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:1329 | original-game/ERB/システム関係/SELL_MILK.ERB:11
CFLAG:173	CFLAG	people|body|feature-state|world|missingMapping	1	97	81	16	8	CFLAG:173	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:114 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:147 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:170
ABL:14	ABL	people	5	96	85	11	17	ABL:14, ABL:ASSI:14, ABL:COUNT:14, ABL:LOCAL:14, ABL:TARGET:14	original-game/ERB/システム関係/SELL_CHARA.ERB:282 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:230 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:232
ABL:51	ABL	people	3	96	86	10	8	ABL:51, ABL:COUNT:51, ABL:C_NUM:51	original-game/ERB/システム関係/INFO.ERB:1178 | original-game/ERB/システム関係/INFO.ERB:1180 | original-game/ERB/システム関係/INFO.ERB:1182
TFLAG:160	TFLAG	feature-session|interaction|missingMapping	1	96	5	91	3	TFLAG:160	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1212 | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:11 | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB:14
ABL:81	ABL	people	2	95	85	10	5	ABL:81, ABL:COUNT:81	original-game/ERB/システム関係/INFO.ERB:1220 | original-game/ERB/システム関係/INFO.ERB:1222 | original-game/ERB/システム関係/INFO.ERB:1224
CFLAG:7	CFLAG	people|body|feature-state|world|missingMapping	2	94	88	6	11	CFLAG:7, CFLAG:C_NUM:7	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:337 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:391 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:391
TALENT:61	TALENT	people|body|missingMapping	2	94	91	3	11	TALENT:61, TALENT:COUNT:61	original-game/ERB/システム関係/SEIIN.ERB:51 | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB:396 | original-game/ERB/指導関係/COMF0.ERB:96
TEQUIP:11	TEQUIP	feature-session|interaction|equipment|missingMapping	1	94	92	2	10	TEQUIP:11	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:788 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:790 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1149
ABL:30	ABL	people	4	93	87	6	17	ABL:30, ABL:COUNT:30, ABL:L:30, ABL:LOCAL:30	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:200 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:201 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:309
EXP:41	EXP	people|body|missingMapping	4	93	10	83	12	EXP:41, EXP:ASSI:41, EXP:C:41, EXP:D:41	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1788 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1791 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1794
TALENT:100	TALENT	people|body|missingMapping	7	93	89	4	16	TALENT:(LOCAL:4):100, TALENT:100, TALENT:COUNT:100, TALENT:MASTER:100, TALENT:PLAYER:100, TALENT:T:100, TALENT:Y:100	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1964 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:309 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1147
EXP:20	EXP	people|body|missingMapping	8	92	14	78	18	EXP:20, EXP:C:20, EXP:COUNT:20, EXP:C_NUM:20, EXP:D:20, EXP:LOCAL:20, EXP:f_actor:20, EXP:s_actor:20	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:541 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:599 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:1046
STAIN:3	STAIN	body	4	91	37	54	17	STAIN:3, STAIN:ASSI:3, STAIN:MASTER:3, STAIN:PLAYER:3	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1822 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1832 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1842
STR:100	STR	catalog|text	1	90	0	90	1	STR:100	original-game/ERB/システム関係/未使用/JOBNAME.ERB:4 | original-game/ERB/システム関係/未使用/JOBNAME.ERB:7 | original-game/ERB/システム関係/未使用/JOBNAME.ERB:14
TEQUIP:55	TEQUIP	feature-session|interaction|equipment|missingMapping	1	90	88	2	5	TEQUIP:55	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:453 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:467 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:490
ABL:33	ABL	people	7	88	85	3	12	ABL:33, ABL:ASSI:33, ABL:COUNT:33, ABL:LOCAL:33, ABL:PLAYER:33, ABL:f_actor:33, ABL:s_actor:33	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:405 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:420 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:422
CFLAG:600	CFLAG	people|body|feature-state|world|missingMapping	5	87	75	12	8	CFLAG:(LOCAL:4):600, CFLAG:600, CFLAG:COUNT:600, CFLAG:C_NUM:600, CFLAG:TARGET:600	original-game/ERB/システム関係/面接/INTERVIEW.ERB:814 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:818 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:671
TALENT:110	TALENT	people|body|missingMapping	9	87	70	17	20	TALENT:(LOCAL:4):110, TALENT:110, TALENT:ASSI:110, TALENT:C:110, TALENT:COUNT:110, TALENT:D:110, TALENT:L:110, TALENT:RESULT:110	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1956 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:327 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:350
TALENT:30	TALENT	people|body|missingMapping	7	87	71	16	17	TALENT:30, TALENT:ASSI:30, TALENT:COUNT:30, TALENT:C_NUM:30, TALENT:LOCAL:30, TALENT:RESULT:30, TALENT:T:30	original-game/ERB/イベント関係/ADD_ANGEL.ERB:82 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:321 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:322
MAXBASE:31	MAXBASE	body|people	7	86	52	34	24	MAXBASE:(GETCHARA(104)):31, MAXBASE:31, MAXBASE:ASSI:31, MAXBASE:CNUM:31, MAXBASE:COUNT:31, MAXBASE:LOCAL:31, MAXBASE:T:31	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:187 | original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:200 | original-game/ERB/イベント関係/ADD_ANGEL.ERB:117
SOURCE:16	SOURCE	feature-session	1	86	23	63	10	SOURCE:16	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:927 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:950 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1638
EXP:3	EXP	people|body|missingMapping	8	85	16	69	21	EXP:3, EXP:ASSI:3, EXP:C:3, EXP:D:3, EXP:MASTER:3, EXP:PLAYER:3, EXP:f_actor:3, EXP:s_actor:3	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:580 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:598 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:719
TALENT:2	TALENT	people|body|missingMapping	10	85	59	26	26	TALENT:(LOCAL:4):2, TALENT:2, TALENT:ASSI:2, TALENT:COUNT:2, TALENT:C_NUM:2, TALENT:L:2, TALENT:LOCAL:2, TALENT:PLAYER:2	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1681 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1861 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1871
EXPNAME:41	EXPNAME	catalog	1	84	84	0	10	EXPNAME:41	original-game/ERB/指導関係/COMF0.ERB:152 | original-game/ERB/指導関係/COMF10.ERB:54 | original-game/ERB/指導関係/COMF12.ERB:55
ABL:37	ABL	people	2	81	79	2	10	ABL:37, ABL:COUNT:37	original-game/ERB/システム関係/SELL_CHARA.ERB:296 | original-game/ERB/娼館関係/WORK_RESULT.ERB:612 | original-game/ERB/娼館関係/WORK_RESULT.ERB:630
CFLAG:178	CFLAG	people|body|feature-state|world|missingMapping	1	80	77	3	3	CFLAG:178	original-game/ERB/システム関係/衣服/FUNC_UNDERWEAR.ERB:224 | original-game/ERB/システム関係/衣服/INFO_CASUALWEAR.ERB:5 | original-game/ERB/システム関係/衣服/INFO_CASUALWEAR.ERB:11
CSTR:8	CSTR	text|people|body|missingMapping	5	80	32	48	8	CSTR:8, CSTR:COUNT:8, CSTR:C_NUM:8, CSTR:LOCAL:8, CSTR:T:8	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:279 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:391 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:403
FLAG:49	FLAG	world|missingMapping	1	80	69	11	1	FLAG:49	original-game/ERB/娼館関係/WORK_RECEPTION.ERB:49 | original-game/ERB/娼館関係/WORK_RECEPTION.ERB:53 | original-game/ERB/娼館関係/WORK_RECEPTION.ERB:56
CFLAG:6	CFLAG	people|body|feature-state|world|missingMapping	6	79	49	30	14	CFLAG:(LOCAL:4):6, CFLAG:6, CFLAG:C:6, CFLAG:COUNT:6, CFLAG:D:6, CFLAG:T:6	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1922 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1924 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:1926
CFLAG:602	CFLAG	people|body|feature-state|world|missingMapping	5	79	72	7	8	CFLAG:(LOCAL:4):602, CFLAG:602, CFLAG:COUNT:602, CFLAG:C_NUM:602, CFLAG:TARGET:602	original-game/ERB/システム関係/面接/INTERVIEW.ERB:824 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB:93 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB:93
EXPLV:4	EXPLV	catalog	1	79	79	0	10	EXPLV:4	original-game/ERB/システム関係/SELL_MILK.ERB:13 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:728 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:778
EXP:23	EXP	people|body|missingMapping	3	78	26	52	13	EXP:23, EXP:ASSI:23, EXP:COUNT:23	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:392 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:438 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:909
TFLAG:407	TFLAG	feature-session|interaction|missingMapping	1	78	41	37	1	TFLAG:407	original-game/ERB/システム関係/面接/INTERVIEW.ERB:65 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:303 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:304
CFLAG:110	CFLAG	people|body|feature-state|world|missingMapping	11	76	57	19	16	CFLAG:110, CFLAG:ASSI:110, CFLAG:C:110, CFLAG:CNUM:110, CFLAG:COUNT:110, CFLAG:D:110, CFLAG:LOCAL:110, CFLAG:MASTER:110	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:278 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:313 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:315
TEQUIP:13	TEQUIP	feature-session|interaction|equipment|missingMapping	1	76	74	2	10	TEQUIP:13	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1149 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1151 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1155
TEQUIP:44	TEQUIP	feature-session|interaction|equipment|missingMapping	1	76	74	2	10	TEQUIP:44	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:986 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1489 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1506
EXP:91	EXP	people|body|missingMapping	5	73	65	8	10	EXP:91, EXP:C:91, EXP:COUNT:91, EXP:MASTER:91, EXP:TARGET:91	original-game/ERB/システム関係/ORIGINAL.ERB:90 | original-game/ERB/システム関係/ORIGINAL.ERB:91 | original-game/ERB/システム関係/ORIGINAL.ERB:96
EXPLV:2	EXPLV	catalog	1	73	73	0	10	EXPLV:2	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:722 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:772 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:890
JUEL:6	JUEL	body|people	5	73	34	39	13	JUEL:6, JUEL:COUNT:6, JUEL:TARGET:6, JUEL:f_actor:6, JUEL:s_actor:6	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:542 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:548 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:603
TALENT:109	TALENT	people|body|missingMapping	8	73	57	16	19	TALENT:(LOCAL:4):109, TALENT:109, TALENT:ASSI:109, TALENT:C:109, TALENT:COUNT:109, TALENT:D:109, TALENT:RESULT:109, TALENT:T:109	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1954 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:325 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:117
TALENT:114	TALENT	people|body|missingMapping	9	73	64	9	19	TALENT:(LOCAL:4):114, TALENT:114, TALENT:ASSI:114, TALENT:C:114, TALENT:COUNT:114, TALENT:D:114, TALENT:L:114, TALENT:RESULT:114	original-game/ERB/システム関係/面接/INTERVIEW.ERB:1958 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:327 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:350
TALENT:132	TALENT	people|body|missingMapping	4	73	72	1	19	TALENT:132, TALENT:ASSI:132, TALENT:COUNT:132, TALENT:PLAYER:132	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:420 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:433 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:498
TALENT:203	TALENT	people|body|missingMapping	6	73	66	7	26	TALENT:(LOCAL:4):203, TALENT:203, TALENT:COUNT:203, TALENT:LOCAL:203, TALENT:RESULT:203, TALENT:TARGET:203	original-game/ERB/システム関係/面接/INTERVIEW.ERB:717 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:23 | original-game/ERB/システム関係/INFO.ERB:309
ABL:73	ABL	people	6	72	70	2	10	ABL:73, ABL:COUNT:73, ABL:RESULT:73, ABL:X:73, ABL:f_actor:73, ABL:s_actor:73	original-game/ERB/システム関係/PLEASE.ERB:154 | original-game/ERB/システム関係/PLEASE.ERB:156 | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB:344
PALAMNAME:5	PALAMNAME	catalog	1	72	72	0	10	PALAMNAME:5	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:256 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:366 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:528
TALENT:63	TALENT	people|body|missingMapping	6	72	68	4	19	TALENT:63, TALENT:ARG:63, TALENT:ASSI:63, TALENT:C:63, TALENT:COUNT:63, TALENT:LOCAL:63	original-game/ERB/イベント関係/ADD_ANGEL.ERB:85 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:612 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1187
EXPLV:5	EXPLV	catalog	1	71	71	0	10	EXPLV:5	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:137 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:230 | original-game/ERB/システム関係/SELL_MILK.ERB:15
