key	family	domain	numericSlotCandidate	totalCount	readCount	writeCount	fileCount	topFiles
CFLAG:COUNT:130	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:130	122	118	4	10	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (26) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (21) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (19)
CSTR:1	CSTR	text|people|body|missingMapping	CSTR:1	122	10	112	23	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (12) | original-game/ERB/娼館関係/WORK_RECEPTION.ERB (12) | original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB (10)
DAY	DAY	run		122	113	9	45	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (22) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (21) | original-game/ERB/システム関係/CHEAT.ERB (12)
EXP:40	EXP	people|body|missingMapping	EXP:40	122	14	108	94	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (7) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (5) | original-game/ERB/指導関係/COMF70.ERB (4)
NAME:COUNT	NAME	people|text		122	119	3	33	original-game/ERB/システム関係/CALC_EXABL.ERB (40) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (11) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (11)
Z	Z	script		122	82	40	12	original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (18) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (18) | original-game/ERB/システム関係/PASSOUT.ERB (16)
ABL:20	ABL	people	ABL:20	120	117	3	19	original-game/ERB/能力上昇関係/ABLUP20.ERB (31) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (18) | original-game/ERB/指導関係/COMF38.ERB (12)
CFLAG:15	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:15	118	83	35	16	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (30) | original-game/ERB/システム関係/初体験/LOSTVIRGIN_DETAIL.ERB (22) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (17)
CSTR:TARGET:12	CSTR	text|people|body|missingMapping	CSTR:12	118	0	118	1	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (118)
DAY:1	DAY	run	DAY:1	118	110	8	24	original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB (30) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (14) | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (12)
TFLAG:50	TFLAG	feature-session|interaction|missingMapping	TFLAG:50	118	116	2	28	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (44) | original-game/ERB/指導関係/COMF31.ERB (12) | original-game/ERB/指導関係/COMF20.ERB (6)
TEQUIP:150	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:150	117	115	2	8	original-game/ERB/指導関係/COMABLE.ERB (97) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (8) | original-game/ERB/指導関係/USERCOM.ERB (4)
CSTR:TARGET:32	CSTR	text|people|body|missingMapping	CSTR:32	115	0	115	1	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (115)
U:100	U	script		115	102	13	7	original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB (27) | original-game/ERB/娼館関係/WORK_S_SUB.ERB (25) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (16)
TSTR:51	TSTR	feature-session|script	TSTR:51	114	3	111	2	original-game/ERB/システム関係/面接/NAME.ERB (111) | original-game/ERB/システム関係/面接/INTERVIEW.ERB (3)
CSTR:13	CSTR	text|people|body|missingMapping	CSTR:13	109	4	105	4	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (91) | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (15) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
CSTR:33	CSTR	text|people|body|missingMapping	CSTR:33	109	5	104	4	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (90) | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (16) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
CSTR:TARGET:42	CSTR	text|people|body|missingMapping	CSTR:42	107	0	107	1	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (107)
EXPNAME:40	EXPNAME	catalog	EXPNAME:40	104	104	0	93	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2) | original-game/ERB/指導関係/COMF137.ERB (2) | original-game/ERB/指導関係/COMF15.ERB (2)
DAY:2	DAY	run	DAY:2	103	94	9	25	original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (20) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (14) | original-game/ERB/システム関係/OTHER_CALC.ERB (12)
TALENT:35	TALENT	people|body|missingMapping	TALENT:35	103	100	3	74	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (6) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (5) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (5)
TEQUIP:70	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:70	103	100	3	6	original-game/ERB/指導関係/COMABLE.ERB (83) | original-game/ERB/指導関係/COMF137.ERB (15) | original-game/ERB/システム関係/INFO.ERB (2)
ASSI	ASSI	feature-session		102	72	30	34	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (14) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (13) | original-game/ERB/指導関係/COMABLE.ERB (10)
TALENT:62	TALENT	people|body|missingMapping	TALENT:62	102	101	1	38	original-game/ERB/指導関係/COMABLE.ERB (11) | original-game/ERB/指導関係/COMF123.ERB (3) | original-game/ERB/指導関係/COMF125.ERB (3)
TSTR:50	TSTR	feature-session|script	TSTR:50	102	1	101	2	original-game/ERB/システム関係/面接/NAME.ERB (101) | original-game/ERB/システム関係/面接/INTERVIEW.ERB (1)
LOCAL:3	LOCAL	script		101	49	52	23	original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (12) | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB (8) | original-game/ERB/システム関係/INFO.ERB (8)
EXP:50	EXP	people|body|missingMapping	EXP:50	100	42	58	56	original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (12) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (5) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (4)
ABL:31	ABL	people	ABL:31	99	96	3	17	original-game/ERB/能力上昇関係/ABLUP31.ERB (29) | original-game/ERB/指導関係/COMF125.ERB (9) | original-game/ERB/指導関係/COMF3.ERB (9)
TALENT:135	TALENT	people|body|missingMapping	TALENT:135	99	94	5	44	original-game/ERB/指導関係/COMABLE.ERB (20) | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (19) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (4)
U	U	script		99	39	60	10	original-game/ERB/システム関係/INFO.ERB (23) | original-game/ERB/システム関係/SELL_CHARA.ERB (22) | original-game/ERB/システム関係/SYSTEM_IWS.ERB (21)
EXPLV:3	EXPLV	catalog	EXPLV:3	98	98	0	70	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (6) | original-game/ERB/指導関係/COMF3.ERB (4) | original-game/ERB/指導関係/COMF125.ERB (3)
CFLAG:173	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:173	97	81	16	8	original-game/ERB/指導関係/COMABLE.ERB (53) | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB (21) | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (9)
TFLAG:160	TFLAG	feature-session|interaction|missingMapping	TFLAG:160	96	5	91	3	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (91) | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (4) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1)
CALLNAME:T	CALLNAME	people|text		94	94	0	6	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (34) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (26) | original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB (26)
TALENT:0	TALENT	people|body|missingMapping	TALENT:0	94	77	17	37	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (10) | original-game/ERB/指導関係/COMF_VAGINASEX.ERB (10) | original-game/ERB/娼館関係/WORK_RECEPTION.ERB (7)
TEQUIP:11	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:11	94	92	2	14	original-game/ERB/指導関係/COMABLE.ERB (29) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (17) | original-game/ERB/指導関係/COMF3.ERB (7)
TALENT:71	TALENT	people|body|missingMapping	TALENT:71	93	79	14	58	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (22) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (6) | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (4)
CFLAG:7	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:7	92	88	4	10	original-game/ERB/指導関係/COMF87.ERB (46) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (12) | original-game/ERB/システム関係/ORIGINAL.ERB (9)
CALLNAME	CALLNAME	people|text		91	91	0	2	original-game/ERB/ZNAME.ERB (90) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (1)
K	K	script		91	62	29	13	original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (36) | original-game/ERB/能力上昇関係/ABLUP16.ERB (14) | original-game/ERB/能力上昇関係/ABLUP10.ERB (12)
TALENT:61	TALENT	people|body|missingMapping	TALENT:61	91	91	0	36	original-game/ERB/能力上昇関係/ABLUP32.ERB (4) | original-game/ERB/指導関係/COMF123.ERB (3) | original-game/ERB/指導関係/COMF125.ERB (3)
EXP:41	EXP	people|body|missingMapping	EXP:41	90	9	81	75	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (5) | original-game/ERB/能力上昇関係/ABLUP23.ERB (4) | original-game/ERB/指導関係/COMF137.ERB (2)
STR:100	STR	catalog|text	STR:100	90	0	90	1	original-game/ERB/システム関係/未使用/JOBNAME.ERB (90)
TEQUIP:55	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:55	90	88	2	5	original-game/ERB/指導関係/COMABLE.ERB (78) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (5) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (3)
TALENT:505	TALENT	people|body|missingMapping	TALENT:505	87	83	4	34	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (22) | original-game/ERB/システム関係/INFO.ERB (9) | original-game/ERB/能力上昇関係/ABLUP20.ERB (5)
SOURCE:16	SOURCE	feature-session	SOURCE:16	86	23	63	28	original-game/ERB/指導関係/COMF56.ERB (23) | original-game/ERB/指導関係/COMF28.ERB (9) | original-game/ERB/指導関係/COMF22.ERB (7)
TALENT:ASSI:122	TALENT	people|body|missingMapping	TALENT:122	85	85	0	14	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (27) | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB (15) | original-game/ERB/指導関係/COMF68.ERB (6)
EXPNAME:41	EXPNAME	catalog	EXPNAME:41	84	84	0	75	original-game/ERB/指導関係/COMF137.ERB (2) | original-game/ERB/指導関係/COMF15.ERB (2) | original-game/ERB/指導関係/COMF16.ERB (2)
BASE:9	BASE	body|people	BASE:9	82	78	4	22	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (24) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (15) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (5)
O	O	script		82	58	24	11	original-game/ERB/システム関係/CHEAT.ERB (30) | original-game/ERB/システム関係/SELL_MILK.ERB (13) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (8)
CFLAG:178	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:178	80	77	3	3	original-game/ERB/システム関係/衣服/INFO_CASUALWEAR.ERB (73) | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (6) | original-game/ERB/システム関係/衣服/FUNC_UNDERWEAR.ERB (1)
FLAG:49	FLAG	world|missingMapping	FLAG:49	80	69	11	1	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (80)
ABL:15	ABL	people	ABL:15	79	75	4	14	original-game/ERB/能力上昇関係/ABLUP15.ERB (21) | original-game/ERB/娼館関係/WORK_RESULT.ERB (12) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (11)
ABL:22	ABL	people	ABL:22	79	70	9	15	original-game/ERB/能力上昇関係/ABLUP22.ERB (24) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (10) | original-game/ERB/娼館関係/WORK_RECEPTION.ERB (8)
ABL:37	ABL	people	ABL:37	79	77	2	12	original-game/ERB/能力上昇関係/ABLUP37.ERB (23) | original-game/ERB/娼館関係/WORK_RESULT.ERB (12) | original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB (10)
EXPLV:4	EXPLV	catalog	EXPLV:4	79	79	0	54	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (4) | original-game/ERB/指導関係/COMF135.ERB (4) | original-game/ERB/指導関係/COMF3.ERB (4)
JUEL:5	JUEL	body|people	JUEL:5	79	39	40	19	original-game/ERB/能力上昇関係/ABL_AUTO.ERB (15) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (7) | original-game/ERB/能力上昇関係/ABLUP30.ERB (6)
MARK:3	MARK	people|body	MARK:3	79	53	26	17	original-game/ERB/娼館関係/WORK_RESULT.ERB (10) | original-game/ERB/能力上昇関係/ABLUP99.ERB (9) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (7)
STAIN:0	STAIN	body	STAIN:0	79	41	38	31	original-game/ERB/指導関係/COMF0.ERB (6) | original-game/ERB/指導関係/COMF66.ERB (6) | original-game/ERB/指導関係/COMABLE.ERB (5)
NICKNAME:TARGET	NICKNAME	people|text		78	74	4	16	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (26) | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (10) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (5)
TFLAG:407	TFLAG	feature-session|interaction|missingMapping	TFLAG:407	78	41	37	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (78)
BASE:COUNT:0	BASE	body|people	BASE:0	77	62	15	20	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (12) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (11) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (10)
CALLNAME:RESULT	CALLNAME	people|text		77	77	0	10	original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB (35) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (27) | original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (6)
TEQUIP:13	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:13	76	74	2	14	original-game/ERB/指導関係/COMABLE.ERB (19) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (12) | original-game/ERB/指導関係/COMF3.ERB (7)
TEQUIP:44	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:44	76	74	2	17	original-game/ERB/指導関係/COMABLE.ERB (39) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (10) | original-game/ERB/システム関係/PASSOUT.ERB (5)
ABL:14	ABL	people	ABL:14	75	73	2	13	original-game/ERB/能力上昇関係/ABLUP14.ERB (21) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (11) | original-game/ERB/娼館関係/WORK_RECEPTION.ERB (8)
ABL:PLAYER:12	ABL	people	ABL:12	75	75	0	20	original-game/ERB/指導関係/COMABLE.ERB (8) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (6) | original-game/ERB/指導関係/COMF22.ERB (6)
CSTR:80	CSTR	text|people|body|missingMapping	CSTR:80	74	67	7	16	original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB (12) | original-game/ERB/システム関係/GENITAL_SLANG.ERB (9) | original-game/ERB/指導関係/COMF125.ERB (9)
EXP:23	EXP	people|body|missingMapping	EXP:23	74	26	48	44	original-game/ERB/娼館関係/WORK_NORMAL.ERB (20) | original-game/ERB/イベント関係/誕生日関係/SHOP_BIRTHDAY.ERB (7) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (2)
TALENT:30	TALENT	people|body|missingMapping	TALENT:30	74	66	8	56	original-game/ERB/娼館関係/WORK_RESULT.ERB (7) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (5) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2)
EXP:20	EXP	people|body|missingMapping	EXP:20	73	10	63	38	original-game/ERB/指導関係/COMF66.ERB (4) | original-game/ERB/能力上昇関係/ABLUP32.ERB (4) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3)
EXPLV:2	EXPLV	catalog	EXPLV:2	73	73	0	53	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (4) | original-game/ERB/指導関係/COMF3.ERB (4) | original-game/ERB/指導関係/COMF100.ERB (2)
CSTR:(LOCAL:4):0	CSTR	text|people|body|missingMapping	CSTR:0	72	0	72	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (72)
PALAMNAME:5	PALAMNAME	catalog	PALAMNAME:5	72	72	0	57	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (7) | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (4) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (4)
BASE:RESULT:0	BASE	body|people	BASE:0	71	69	2	17	original-game/ERB/訪問関係/SHOP_LABO.ERB (15) | original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB (13) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (12)
EXPLV:5	EXPLV	catalog	EXPLV:5	71	71	0	52	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (4) | original-game/ERB/指導関係/COMF3.ERB (4) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2)
TALENT:100	TALENT	people|body|missingMapping	TALENT:100	71	71	0	49	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (6) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (5) | original-game/ERB/指導関係/COMABLE.ERB (5)
ABL:30	ABL	people	ABL:30	67	64	3	15	original-game/ERB/能力上昇関係/ABLUP30.ERB (29) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (6) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (4)
EXPLV:1	EXPLV	catalog	EXPLV:1	67	67	0	52	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (4) | original-game/ERB/指導関係/COMF3.ERB (3) | original-game/ERB/指導関係/COMF100.ERB (2)
FLAG:560	FLAG	world|missingMapping	FLAG:560	67	65	2	2	original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB (66) | original-game/ERB/システム関係/INFORMATION_MASTER.ERB (1)
BASE:31	BASE	body|people	BASE:31	66	14	52	19	original-game/ERB/システム関係/CALC_BEAUTY.ERB (15) | original-game/ERB/イベント関係/誕生日関係/SHOP_BIRTHDAY.ERB (8) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (8)
CFLAG:12	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:12	66	52	14	6	original-game/ERB/娼館関係/WORK_RESULT.ERB (35) | original-game/ERB/システム関係/SHOP_YUUKAKU.ERB (12) | original-game/ERB/システム関係/ORIGINAL.ERB (8)
FLAG:48	FLAG	world|missingMapping	FLAG:48	66	64	2	3	original-game/ERB/システム関係/SHOP_YUUKAKU.ERB (58) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (7) | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (1)
STAIN:3	STAIN	body	STAIN:3	65	21	44	26	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (5) | original-game/ERB/指導関係/COMF64.ERB (4) | original-game/ERB/指導関係/COMF70.ERB (4)
TALENT:22	TALENT	people|body|missingMapping	TALENT:22	65	63	2	31	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (11) | original-game/ERB/イベント関係/EVENT_ADDICT.ERB (7) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (6)
TFLAG:401	TFLAG	feature-session|interaction|missingMapping	TFLAG:401	65	64	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (65)
TIME	TIME	run		65	60	5	35	original-game/ERB/システム関係/SHOP_MAIN.ERB (8) | original-game/ERB/システム関係/SHOP_YUUKAKU.ERB (7) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (5)
JUEL:6	JUEL	body|people	JUEL:6	64	33	31	16	original-game/ERB/能力上昇関係/ABL_AUTO.ERB (12) | original-game/ERB/能力上昇関係/ABLUP30.ERB (6) | original-game/ERB/能力上昇関係/ABLUP32.ERB (6)
TEQUIP:53	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:53	64	61	3	20	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (8) | original-game/ERB/指導関係/COMF3.ERB (7) | original-game/ERB/指導関係/COMF90.ERB (7)
TFLAG:180	TFLAG	feature-session|interaction|missingMapping	TFLAG:180	64	39	25	4	original-game/ERB/システム関係/衣服/COSPLAY.ERB (49) | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (12) | original-game/ERB/指導関係/COMF59.ERB (2)
ABL:33	ABL	people	ABL:33	63	60	3	12	original-game/ERB/能力上昇関係/ABLUP33.ERB (27) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (8) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (6)
